carfolder,folder_name,Cd,Cl,des_1,des_2,des_3,des_4,des_5,des_6,des_7,des_8,des_9,des_10,des_11,des_12,des_13,des_14,des_15,des_16,des_17,des_18,des_19,des_20,des_21,des_22,des_23,des_24,des_25,des_26,des_27,des_28,des_29,pca_1,pca_2,pca_3,ima_1,ima_2,ima_3,ima_4,ima_5,ima_6,ima_7,ima_8,ima_9,ima_10,ima_11,ima_12,ima_13,ima_14
cx5_095,cx5_095,0.309640892,-0.049569094,0.2,0.14,-0.034,-0.002,0.08,-0.054,-0.02,0.04,-0.02,-0.02,0.075,0.994,-0.016,0.05,-0.05,0.04,-0.02,0.018,0.034,-0.06,0.034,-0.6,-0.05,-0.05,0.02,0.034,0.016,0.0,0.016,0.011420740202989332,1.7102742569738574,-0.6057185179323318,4.058666608481923,3.801157671919207,4.763199149095264,4.182407424164275,4.338714596715262,3.7870123906624986,3.9397266362634458,3.4349844530654843,3.498641794366576,3.4283918331177783,4.247957868306576,4.063016954826243,3.9617736558841674,4.349541748388252
cx5_096,cx5_096,0.307966505,-0.034591464,0.1,0.08,-0.034,-0.05,0.06,-0.05,-0.02,0.04,-0.02,-0.01,0.07,1.0,-0.034,-0.05,-0.05,-0.02,-0.02,0.034,0.02,-0.06,0.018,-0.6,-0.05,-0.05,-0.02,0.018,0.018,0.0,0.018,-0.528914510734646,1.8839654105127845,-0.3902583203555512,3.9955721498571686,3.734574389595583,4.785112581456129,4.2573195827678205,4.345589288047872,3.8203842044884633,4.110134170675478,3.290116417891746,3.376817258649458,3.1956638855602453,4.060913639930347,3.887940629087518,3.959793175048662,4.172973347534001
cx5_097,cx5_097,0.311740278,-0.060529823,0.12,0.08,-0.034,0.0,0.08,-0.05,0.04,-0.02,0.04,-0.01,0.07,1.05,-0.034,0.054,-0.044,0.04,-0.02,0.018,0.018,-0.06,0.018,-0.6,0.0,0.0,0.018,0.018,0.016,-0.002,0.018,-1.653243348244834,1.7571387378919887,-0.49855742059471947,3.6558101063449113,3.4634983507872033,4.5820808679068,4.197082524950856,4.153901087280082,3.7622848245082894,4.208051039067255,2.9883398456228054,3.045642456970822,2.785744813676493,3.76849005214843,3.5697948348751813,3.7896087391185276,3.9262882897212807
cx5_098,cx5_098,0.311981316,-0.042152428,0.2,0.08,-0.016,0.0,0.08,0.0,-0.02,-0.02,0.04,-0.02,0.07,1.004,-0.016,0.05,-0.05,0.04,0.02,0.034,0.016,0.06,0.016,-0.58,-0.05,-0.05,0.02,0.018,0.034,0.05,-0.016,-0.1580440960691143,1.7041951076478465,0.2750378126425662,4.034146848137828,3.7025785136705145,4.700418913027915,4.279557609662286,4.274479840100023,4.066790846159338,4.282453304750944,3.459131844687652,3.6587789804365447,3.3140440620605114,4.139523077595157,3.9912319004197268,4.192934776457964,4.167242325853319
cx5_099,cx5_099,0.315947304,-0.0480117,0.2,0.08,-0.034,-0.048,0.14,0.0,0.04,-0.04,0.04,-0.01,0.075,1.0,-0.034,-0.05,0.052,0.04,0.04,0.034,0.018,-0.08,0.034,-0.6,-0.048,0.002,-0.02,0.018,0.034,0.0,0.018,-0.062217867154238826,2.169639036126277,-1.227991867001318,4.208608004947212,3.990089190870129,5.038581819658836,4.254706269780007,4.576637498495604,3.5342275076290184,3.7740067375574253,3.324913392917048,3.2806401040774764,3.3961706133342906,4.2165159873432385,4.027389467104562,3.7811807904319976,4.402452778305283
cx5_100,cx5_100,0.316173004,-0.03454276,0.1,0.14,-0.018,-0.05,0.14,0.0,0.04,0.04,0.04,-0.01,0.0754,1.05,-0.034,-0.05,0.052,0.04,0.04,0.034,0.034,0.04,0.016,-0.6,-0.05,-0.05,-0.02,0.018,0.034,0.0,0.02,-1.058087891379048,1.6121764981823308,-0.24712209234899832,3.755535040845975,3.5191493621809986,4.56236770581626,4.184724416374059,4.145703834609847,3.8785206760318482,4.203387093244884,3.182339260246614,3.2899662233419917,3.010036016965352,3.9347998488210636,3.747085293283502,3.9322577738666022,4.0391988904484375
cx5_101,cx5_101,0.313984129,-0.047036526,0.2,0.14,-0.034,0.006,0.08,-0.054,-0.02,0.04,0.04,-0.02,0.075,1.05,-0.016,0.05,-0.048,0.04,-0.02,0.018,0.034,-0.06,0.034,-0.6,-0.05,-0.05,0.02,0.018,0.032,0.0,0.016,-0.03979744521024631,1.5122638580904315,-0.39993142738428306,3.971400584223488,3.7067787367029847,4.63714455276096,4.143524719741061,4.228976471265643,3.8730858985898795,3.9996011081116434,3.4550307861106093,3.554312119402562,3.4143430169802467,4.242639225170384,4.055683091694126,4.011614300142914,4.316692815541657
cx5_102,cx5_102,0.315491581,-0.0401909,0.1,0.14,-0.016,-0.054,0.14,0.0,0.04,-0.02,0.04,-0.01,0.075,1.05,-0.034,-0.05,0.052,0.04,0.04,0.034,0.034,0.06,0.016,-0.6,-0.048,-0.05,-0.02,0.018,0.034,0.0,0.018,,,,,,,,,,,,,,,,,
cx5_103,cx5_103,0.309460907,-0.072904335,0.2,0.14,-0.034,0.0,0.08,-0.05,0.04,0.04,-0.02,-0.02,0.075,1.0,-0.016,0.05,0.048,0.04,-0.02,0.018,0.014,0.06,0.018,0.4,-0.052,-0.044,0.02,0.034,0.014,0.05,-0.016,-0.527421089447635,1.6405311480125597,0.28569937190881817,3.9148394678799017,3.6025982342876013,4.6193768418789904,4.258152225800742,4.198921635517467,4.065007514713433,4.329017468973441,3.3656022344161953,3.5632911805250727,3.178633512570652,4.042819107294503,3.8869634708815988,4.149944629836421,4.08016654205061
cx5_104,cx5_104,0.313155601,-0.040497597,0.2,0.06,-0.016,0.0,0.08,0.0,-0.04,-0.04,0.04,-0.02,0.07,1.05,-0.034,0.05,-0.05,0.04,-0.04,0.034,0.016,0.06,0.034,-0.58,0.0,-0.05,-0.02,0.018,0.018,0.05,-0.016,0.007951261951591793,1.7225202932937407,0.032812485550798264,4.07796663823859,3.7603900489214737,4.74153225007333,4.2589228979709315,4.314545197630339,3.9919572364046148,4.173966162908704,3.4833435807467437,3.646844141986585,3.3894024860355754,4.200824469243022,4.044843658864084,4.1441870319096985,4.245219125065431
cx5_105,cx5_105,0.311793576,-0.071550896,0.2,0.14,-0.034,0.0,0.08,-0.05,0.04,0.04,-0.02,-0.02,0.075,1.0,-0.016,0.05,0.048,0.04,-0.02,0.018,0.034,0.06,0.034,0.4,-0.05,-0.05,0.02,0.034,0.014,0.05,-0.018,-0.23696875907474002,1.4645985006436781,-0.1348499616445822,3.908457453975478,3.6306011793344126,4.574818164074663,4.157355748972571,4.170140665620951,3.9574355112012274,4.117356330706615,3.4267976902857153,3.565991960072977,3.328379759984397,4.174475788806308,3.9942740463546995,4.0626795660646255,4.229366380582297
cx5_106,cx5_106,0.319927206,-0.045031416,0.2,0.14,-0.012,-0.05,0.14,0.0,-0.04,0.04,-0.04,-0.01,0.075,1.05,-0.034,0.052,0.05,0.04,-0.02,0.018,0.018,-0.08,0.018,-0.6,0.0,-0.05,0.02,0.034,0.018,0.05,0.016,-0.6098142196181959,1.7120613497335349,-0.042377826464189146,3.9145801964457076,3.633300868843773,4.663796941219249,4.242566368953394,4.2380617070384226,3.948613314557894,4.228615671924297,3.311005702420201,3.454686820230963,3.1599236905193218,4.034238274077793,3.866570581409814,4.047019856691698,4.10841650169603
cx5_107,cx5_107,0.313257802,-0.060547673,0.2,0.14,-0.034,0.0,0.08,-0.05,0.04,-0.02,0.04,-0.01,0.07,1.05,-0.034,-0.05,-0.05,0.04,-0.02,0.018,0.016,-0.06,0.034,0.4,-0.05,0.0,-0.02,0.016,0.034,0.0,0.018,-0.5819461339216083,1.7485001043970136,-1.0987535632291046,3.9109506781841614,3.725232990495049,4.734052496410417,4.133878556484785,4.30764764893827,3.6041974530411265,3.8443921778368337,3.2319327452774305,3.2095748168807665,3.2279066928736895,4.111702748574262,3.899411670274432,3.748735642159712,4.2827414548843885
cx5_108,cx5_108,0.315013204,-0.057628098,0.2,0.14,-0.034,-0.002,0.08,-0.054,0.04,0.04,-0.02,-0.02,0.075,0.994,-0.016,-0.054,-0.05,0.04,-0.02,0.02,0.034,-0.06,0.034,-0.6,-0.05,0.0,0.02,0.034,0.016,0.0,0.016,0.04481196261656284,1.6320975444470989,-1.0097147341170747,4.026254469346843,3.8087547138380278,4.741307407238061,4.112193513992319,4.32436227092427,3.665915883372974,3.779525525867532,3.41912637809638,3.4214643154891524,3.4710325191965827,4.29485750513424,4.088249989588453,3.8491897240651287,4.427598305691579
cx5_109,cx5_109,0.318700244,-0.029168614,0.1,0.08,-0.016,0.0,0.08,0.0,0.04,0.04,-0.02,-0.02,0.07,1.05,-0.016,-0.05,-0.05,0.04,0.04,0.016,0.034,0.06,0.034,-0.6,-0.05,-0.05,-0.02,0.034,0.034,0.0,-0.018,,,,,,,,,,,,,,,,,
cx5_110,cx5_110,0.308069983,-0.042220333,0.2,0.14,-0.034,0.0,0.08,-0.05,-0.02,0.04,-0.02,-0.02,0.075,1.0,-0.018,0.05,-0.05,0.04,-0.02,0.018,0.034,-0.06,0.034,-0.6,-0.05,-0.05,-0.02,0.018,0.016,0.052,0.016,-0.046849719781562715,1.6907910956155554,-0.3982962765117961,4.040998772201738,3.7677894227392916,4.736081381929713,4.199505522656715,4.312789125363223,3.8542381426993497,4.020913657702444,3.437309553131473,3.53311598280555,3.396055606980222,4.219413601148544,4.04191437954899,4.0137164855710195,4.303317363635221
cx5_111,cx5_111,0.315854442,-0.06722675,0.2,0.08,-0.034,0.0,0.08,-0.05,0.04,-0.02,0.04,-0.01,0.07,1.0,-0.016,-0.05,0.05,0.04,-0.02,0.018,0.034,0.06,0.02,0.4,-0.05,0.0,-0.02,0.032,0.018,0.05,-0.036,-0.26012070772945206,1.6639446676519025,-0.3902359694820583,3.976120351776882,3.713405704797596,4.694750145757691,4.190463947321337,4.27378017942566,3.8527610280163205,4.049589628580813,3.3825727128094454,3.4773452627959776,3.3169016761222623,4.1622718451886165,3.9810155837468657,3.989578260437427,4.252101989435823
cx5_112,cx5_112,0.308069402,-0.027921798,0.1,0.14,-0.016,-0.05,0.08,-0.052,0.04,0.04,0.04,-0.01,0.07,1.05,-0.016,-0.05,-0.05,0.04,0.04,0.018,0.016,0.06,0.034,-0.6,-0.05,-0.05,-0.02,0.034,0.034,0.0,0.018,-0.8405374854525933,1.3011892620421808,-0.7237684088400616,3.6752542429949253,3.4885155212011076,4.435855010939204,4.0347591087251615,4.046560621921152,3.7649225619974,3.9661686871697563,3.231418704703705,3.2735325563376185,3.1470383099169656,4.065947074026617,3.843309307901848,3.818145382273848,4.18839918933401
cx5_113,cx5_113,0.313011337,-0.04107176,0.2,0.08,-0.016,0.0,0.08,0.0,-0.02,0.04,0.04,-0.02,0.07,1.05,-0.034,0.05,-0.05,0.04,-0.02,0.018,0.016,0.06,0.034,-0.58,-0.046,-0.05,0.02,0.018,0.034,0.05,-0.016,-0.06559478379187578,1.3537224588918892,-0.0065561527512326976,3.9108789367254277,3.618505660751709,4.528009101045252,4.138535515312711,4.132375456372368,4.016384301777171,4.128702718261713,3.493243283581629,3.657102498536571,3.3957675749018894,4.226635172695812,4.048408739466354,4.118777949846048,4.257305572537936
cx5_114,cx5_114,0.315552584,-0.064238251,0.1,0.08,-0.034,-0.05,0.14,-0.05,0.04,-0.02,0.04,-0.008,0.07,1.0,-0.016,-0.054,0.05,0.04,-0.02,0.018,0.034,0.06,0.018,0.4,-0.05,0.0,-0.02,0.034,0.018,0.05,-0.016,-0.7968964206842903,2.099683430100587,-0.8896165637673393,4.00155462825777,3.7890767497989413,4.895137388529428,4.265975361428885,4.438571607492083,3.6271113795110814,3.9883416343174645,3.1588570529333095,3.1592752516053135,3.103735427791485,3.995257046114365,3.808176134259766,3.7872008510818933,4.174628540187113
cx5_115,cx5_115,0.308738395,-0.063867522,0.2,0.14,-0.034,0.0,0.08,-0.05,0.04,0.04,0.04,-0.02,0.075,1.05,-0.034,0.05,-0.048,0.04,-0.02,0.018,0.034,-0.06,0.034,0.4,-0.052,-0.052,-0.03,0.036,0.014,0.05,-0.016,-0.30433623874010207,1.4137714164137893,0.09716465212603351,3.876532645775635,3.5826415301372667,4.5279774607949825,4.167382710674328,4.127093702654475,4.035673974541579,4.205248823774298,3.4313980106024773,3.6071153639797444,3.2939014115124188,4.145371332854712,3.971925335805898,4.120107350746198,4.178986541642492
cx5_116,cx5_116,0.304561225,-0.044298458,0.2,0.14,-0.034,-0.002,0.08,-0.05,0.04,0.04,-0.02,-0.01,0.075,0.994,-0.034,-0.046,-0.05,0.06,-0.02,0.016,0.034,-0.06,0.034,-0.6,-0.05,-0.05,-0.02,0.034,0.016,0.052,0.016,-0.892616197910445,1.8937746021057347,-0.7014073922890064,3.899371830441905,3.6838821609829093,4.760021242659929,4.22229447850625,4.320495271925945,3.7068982533950567,4.04693510101956,3.1661669635744323,3.199019753207902,3.074473923859147,3.9796355835745456,3.788778400396624,3.826462945050977,4.134337326967324
cx5_117,cx5_117,0.315989808,-0.055774799,0.2,0.06,-0.034,0.0,0.08,-0.05,0.04,-0.02,0.04,-0.01,0.07,1.058,-0.034,-0.05,-0.044,0.04,-0.02,0.018,0.034,-0.06,0.034,-0.6,-0.05,0.0,-0.02,0.018,0.032,0.0,0.018,-0.40180200855439496,1.6149360669778225,-0.9707989816754292,3.906530443987465,3.7070327645145755,4.675634300404723,4.10798672716936,4.260193189999554,3.6657560297946814,3.851922096724887,3.302752909904722,3.305585954716114,3.300617502943318,4.16902910911358,3.9576050085502956,3.8054917229116505,4.31430791085787
cx5_118,cx5_118,0.320746608,-0.048944256,0.2,0.14,-0.016,-0.05,0.14,-0.05,-0.02,0.04,-0.02,-0.01,0.07,1.05,-0.034,-0.05,-0.05,0.04,-0.02,0.018,0.034,-0.08,0.034,-0.6,0.0,0.0,-0.02,0.034,0.018,0.0,-0.018,-0.6893456694240601,1.6440603998759151,-0.6949156669682965,3.851511467531713,3.638208986367804,4.644788460877634,4.146407205501697,4.2263367178266815,3.7424116921077792,3.99427948295989,3.244036353121683,3.28570634803648,3.1730279761136453,4.065697363689915,3.864441996141467,3.8496744480298717,4.198458857174804
cx5_119,cx5_119,0.321242435,-0.044618811,0.2,0.06,-0.034,-0.05,0.14,-0.05,-0.02,0.04,-0.02,-0.02,0.075,1.05,-0.034,-0.05,0.05,0.04,-0.04,0.018,0.034,0.06,0.018,-0.6,0.0,0.0,0.02,0.036,0.018,0.0,0.018,-0.32584968416541704,1.8151410583902017,-0.18104886456144229,4.024813640990892,3.738203090149294,4.762124101337985,4.26109976074726,4.327886844072055,3.9020093069746227,4.151322155578869,3.367777464193177,3.491399009001784,3.266798246952888,4.111308106124023,3.946534658574169,4.0435009889055635,4.192884279558874
cx5_120,cx5_120,0.307166962,-0.033441874,0.2,0.06,-0.018,0.0,0.08,-0.05,0.04,0.04,0.04,-0.01,0.0698,1.05,-0.034,-0.05,0.048,0.04,0.0,0.018,0.018,-0.06,0.034,-0.6,-0.05,-0.05,-0.02,0.018,0.034,0.0,0.018,,,,,,,,,,,,,,,,,
cx5_121,cx5_121,0.309640892,-0.049569094,0.2,0.14,-0.034,-0.002,0.08,-0.054,-0.02,0.04,-0.02,-0.02,0.075,0.994,-0.016,0.05,-0.05,0.04,-0.02,0.018,0.034,-0.06,0.034,-0.6,-0.05,-0.05,0.02,0.034,0.016,0.0,0.016,0.010593926978831991,1.7117545988225906,-0.6057868712342235,4.0590459821528775,3.8015092602431295,4.76392961397936,4.182856662540004,4.3393200808397685,3.7868045529909846,3.9399769930244175,3.4346229210986436,3.498228353427189,3.427952988181843,4.24755574069476,4.062679913806566,3.961673738729994,4.349257995983825
cx5_122,cx5_122,0.313312724,-0.038276527,0.1,0.14,-0.018,-0.05,0.08,0.0,0.04,0.04,0.04,-0.02,0.07,1.05,-0.018,0.05,-0.048,0.04,0.04,0.018,0.018,0.06,0.034,-0.6,-0.05,-0.05,0.02,0.034,0.034,0.0,-0.016,-0.07262478590218513,1.1217343161786353,-0.1362393092398233,3.813258635311331,3.5447102198308,4.403086504926437,4.051147223096738,4.027404023437135,3.9991210310967253,4.056758918524333,3.5018178391286923,3.6499719021879447,3.420691787186678,4.26121041534102,4.064826616167198,4.07757585858229,4.29128197524382
cx5_123,cx5_123,0.311652385,-0.056695915,0.2,0.14,-0.034,0.0,0.08,-0.05,0.04,0.04,-0.02,-0.02,0.075,1.0,-0.016,0.05,-0.05,0.04,-0.02,0.018,0.034,0.06,0.034,0.4,-0.052,-0.05,0.02,0.034,0.018,0.05,-0.018,-0.2153309414237825,1.4451000074387146,-0.13701107276177477,3.9061255934539325,3.6284208004965195,4.566639605305089,4.151168629540614,4.16361197401832,3.9595344230204614,4.11149738660519,3.4342292427111363,3.5737704851694936,3.338418649034922,4.182998088706469,4.001938684238495,4.064433519869028,4.236198244849584
cx5_124,cx5_124,0.321003019,-0.055892042,0.2,0.14,-0.016,-0.05,0.14,-0.05,0.04,0.04,-0.02,-0.01,0.07,1.05,-0.034,0.05,-0.05,-0.04,0.04,0.018,0.034,-0.06,0.034,0.4,0.0,0.0,0.02,0.034,0.018,-0.002,-0.016,-1.1637402176405365,1.1700237111085965,-0.43802371772225296,3.5473189027340686,3.355382688576514,4.3105696536953655,4.02390014657855,3.931830922074237,3.860791644122785,4.099168123107091,3.178132863511601,3.2634202278667663,3.019265550353327,3.970909751972474,3.749923248237876,3.858549069114206,4.072570784448125
cx5_125,cx5_125,0.319899364,-0.040320924,0.2,0.14,-0.034,0.0,0.14,-0.05,-0.02,0.04,-0.02,-0.02,0.075,1.05,-0.034,-0.05,0.056,0.04,0.04,0.018,0.016,0.06,0.018,0.4,0.0,-0.05,0.02,0.034,0.018,0.0,-0.018,-0.8287859724740656,1.9312481093992808,0.42744999833811453,3.957643636998634,3.631926360522387,4.739083957633041,4.363028152987543,4.293771547270768,4.06980640184227,4.453378781616842,3.2691996390872062,3.4791759021343367,3.030749970562635,3.914038172055646,3.7761017361045806,4.1577242403457655,3.965833359712336
cx5_126,cx5_126,0.310795821,-0.055701558,0.2,0.08,-0.016,0.0,0.08,0.0,-0.02,0.04,0.04,-0.02,0.07,1.05,-0.034,0.05,-0.052,0.04,-0.04,0.034,0.016,0.06,0.016,-0.58,-0.05,-0.05,0.02,0.018,0.018,0.05,-0.018,-0.34226817109468444,1.5431653041556057,0.48803265705996873,3.9279445738521828,3.5929676057030844,4.578544759202264,4.252090025313115,4.165814663825054,4.146886515643794,4.36695395347177,3.4404170717375635,3.674290913454866,3.245837400108112,4.092055310576324,3.9423534336875874,4.229096832762764,4.09867020866572
cx5_127,cx5_127,0.314995557,-0.072302681,0.2,0.14,-0.034,0.0,0.08,-0.05,0.04,0.04,-0.02,-0.02,0.0768,1.0,-0.016,0.05,0.05,0.04,-0.02,0.018,0.034,-0.08,0.018,0.4,-0.05,-0.046,0.02,0.034,0.014,0.05,-0.016,-0.40847026550106946,1.5801598508242396,0.30223544892046444,3.9214139659867326,3.6050537166052172,4.599356305275543,4.2420209432428555,4.18393983707149,4.080709046065765,4.312336096461085,3.4045184680211094,3.607617446644594,3.228123094951119,4.082136730695066,3.92531242774355,4.168370607500227,4.11016229632843
cx5_128,cx5_128,0.317909864,-0.032342576,0.1,0.08,-0.018,-0.05,0.14,0.0,-0.02,0.04,0.04,-0.01,0.075,1.0,-0.034,-0.05,0.052,0.04,-0.04,0.034,0.034,-0.06,0.016,-0.6,-0.048,-0.05,-0.02,0.018,0.034,0.004,0.018,,,,,,,,,,,,,,,,,
cx5_129,cx5_129,0.311554013,-0.036237784,0.1,0.14,-0.016,-0.038,0.08,-0.05,0.04,0.04,0.04,-0.01,0.0746,1.0,-0.034,-0.05,-0.05,0.04,0.04,0.018,0.034,0.06,0.018,-0.6,-0.05,-0.05,-0.02,0.018,0.034,0.05,0.018,-0.9147682522834555,1.361449129542093,-0.29796322479174386,3.690621515148082,3.464617919652263,4.441793693340254,4.101552748013499,4.04644027532004,3.8936561158847978,4.13782270197715,3.2395352017517647,3.3462089517523617,3.0891887713188777,4.0081987479855545,3.80673009748015,3.931725801551068,4.098092046184985
cx5_130,cx5_130,0.310119899,-0.062272309,0.2,0.14,-0.034,0.0,0.08,-0.05,0.04,0.04,-0.02,-0.02,0.075,1.0,-0.034,-0.048,0.048,0.04,-0.02,0.018,0.014,0.06,0.034,0.4,-0.05,-0.05,-0.02,0.034,0.014,0.05,-0.016,-0.329543314036842,1.6408262611884794,-0.1596809824140104,3.9547118925018827,3.674834290777437,4.663223602890332,4.208977381249188,4.24370423387338,3.9274890637378626,4.140295650057542,3.384027158823877,3.5145019398555,3.2793182909096847,4.129413450296993,3.9562925114301386,4.046724746173891,4.199689211742792
cx5_131,cx5_131,0.313135654,-0.026555136,0.1,0.14,-0.016,-0.05,0.08,-0.052,0.04,0.04,0.04,-0.01,0.0752,1.05,-0.018,-0.05,-0.05,-0.02,0.04,0.018,0.016,0.06,0.034,-0.6,-0.05,-0.05,-0.022,0.034,0.034,0.034,0.018,-0.7096309550721118,1.1490880611215584,-0.7379920517584383,3.647474779076238,3.4634354760161563,4.3673298965144856,3.9865181057554437,3.990911365908857,3.7809103971622147,3.926524473742397,3.2793361177579956,3.3240644056948607,3.210805027989072,4.121627957026892,3.891938952312654,3.827950520747951,4.232096916349991
cx5_132,cx5_132,0.311843744,-0.031459883,0.1,0.14,-0.016,-0.05,0.14,0.0,0.04,0.04,0.04,-0.01,0.0748,1.05,-0.016,-0.05,-0.05,0.04,0.04,0.018,0.018,0.06,0.034,-0.6,-0.05,-0.05,-0.02,0.034,0.034,0.0,0.018,-0.6809795657541524,1.605144466143475,-0.8858107877785214,3.833517825578904,3.6395624498587944,4.632436669568949,4.112557512068457,4.217717138431318,3.6851615202964134,3.9193608363304944,3.234711896487483,3.2473488154162253,3.1905322953436603,4.086015497109567,3.874323931445495,3.7955430167462376,4.233673716222706
cx5_133,cx5_133,0.306763093,-0.045280389,0.2,0.08,-0.028,-0.002,0.08,-0.05,0.04,0.04,-0.02,-0.01,0.075,1.0,-0.034,-0.05,-0.05,0.04,-0.02,0.016,0.034,-0.06,0.034,-0.6,-0.05,-0.05,-0.02,0.034,0.016,0.052,0.016,-0.8448687085013797,1.8555849071291348,-0.6279922184435801,3.8980315937571524,3.6753376890634004,4.74123962588179,4.219057542120661,4.304765099571779,3.7362799700142975,4.062999845951963,3.188304275336469,3.2340855492050244,3.0917237798893598,3.9923941965576537,3.8033728784085516,3.852767285542795,4.136528981964655
cx5_134,cx5_134,0.310471495,-0.06782875,0.2,0.14,-0.034,0.0,0.08,-0.05,0.04,0.04,-0.02,-0.02,0.075,1.0,-0.016,0.05,0.05,0.04,-0.02,0.018,0.034,0.06,0.034,0.4,-0.05,-0.05,0.02,0.034,0.014,0.05,-0.018,-0.23703709116798288,1.4646651688324113,-0.13397302752800683,3.9084876877014096,3.6305494311224185,4.574808556116395,4.157475960892782,4.170123418032335,3.95770955362771,4.117692104773341,3.4268424351304785,3.566171962205095,3.328297731285724,4.1743873453753055,3.99422721893796,4.0629230127257365,4.229204533284921
cx5_135,cx5_135,0.310041532,-0.067865077,0.2,0.14,-0.034,0.0,0.08,-0.05,0.04,0.04,-0.02,-0.02,0.075,1.0,-0.016,0.05,0.048,0.04,-0.02,0.018,0.034,-0.06,0.034,0.4,-0.05,-0.05,0.02,0.032,0.014,0.05,-0.018,-0.25300192659286536,1.5119192260552978,-0.13961052043866734,3.9231719626594552,3.644183952544776,4.599547061499479,4.171498973493385,4.190877080777241,3.950298697173207,4.123021957934031,3.4178539135852843,3.5551236251232785,3.3184491694580727,4.164714736850006,3.9866103438579974,4.060019634230042,4.2232273019000335
cx5_136,cx5_136,0.310926086,-0.067725171,0.2,0.08,-0.034,0.0,0.08,-0.05,0.04,-0.02,0.04,-0.01,0.07,1.05,-0.034,-0.05,-0.05,0.04,-0.02,0.018,0.034,-0.06,0.034,-0.54,-0.05,0.0,-0.02,0.034,0.018,0.0,0.018,-0.4294991312158847,1.7876594389990537,-1.118059758659111,3.964983336161728,3.7720486206409585,4.775362965090337,4.145045923514625,4.345637676363022,3.598734101980458,3.821175566227508,3.26820694947232,3.2440570220404767,3.2835273895226886,4.1511322451128665,3.9419849070711273,3.7623942346995154,4.320253193172926
cx5_137,cx5_137,0.312761425,-0.032941001,0.1,0.14,-0.016,-0.05,0.06,0.018,0.04,0.04,-0.04,-0.02,0.07,1.05,-0.016,-0.05,-0.06,0.04,0.04,0.018,0.018,0.06,0.034,-0.6,-0.05,-0.05,-0.02,0.034,0.034,0.0,0.016,0.13233866955478513,1.1978963497853012,-0.3047669754740914,3.8918890371441206,3.625796970141382,4.4780539123687335,4.05728213835027,4.096242808398582,3.9431755655829366,3.976254170040972,3.5372372272289674,3.6601439702993335,3.5016035359595934,4.3214225489094185,4.124182271382459,4.055482923688059,4.363144881877965
cx5_138,cx5_138,0.304270284,-0.038278736,0.1,0.08,-0.034,0.0,0.08,-0.05,0.04,0.04,0.04,-0.01,0.0744,1.0,-0.034,-0.05,-0.05,0.04,0.06,0.016,0.034,-0.06,0.018,-0.6,-0.05,-0.05,-0.02,0.018,0.016,0.0,0.018,-1.3372069942641382,1.982464107995563,-0.310684460217798,3.8308950189693274,3.595264562617724,4.738327555847855,4.291275029772125,4.29053073726052,3.809155598925354,4.258832809831778,3.068654835834841,3.1550460590666667,2.87545972972669,3.817208331133964,3.6427989451404184,3.8851347966284493,3.9581904411454065
cx5_139,cx5_139,0.311228123,-0.054354637,0.12,0.14,-0.034,-0.05,0.08,-0.05,-0.02,0.04,0.04,-0.01,0.0744,1.05,-0.016,0.05,0.05,0.04,-0.04,0.018,0.016,-0.06,0.018,-0.6,0.0,0.0,0.018,0.036,0.016,0.05,0.018,-0.7933645506851306,1.4861720000902885,-0.6047803631017014,3.764059116772552,3.55493257285064,4.539839722062391,4.106519375971298,4.134587892378901,3.785080561012762,4.023609990735077,3.2370707773073484,3.29470565708647,3.1420630220579593,4.048933023373616,3.8419898373255665,3.860537368767389,4.168864687806094
cx5_140,cx5_140,0.31069881,-0.057670162,0.12,0.08,-0.034,-0.05,0.08,-0.05,-0.02,-0.02,0.04,-0.02,0.07,1.05,-0.016,-0.048,0.05,0.04,-0.04,0.02,0.018,-0.06,0.018,0.38,-0.052,0.0,0.018,0.034,0.016,0.05,0.018,0.06605942866148884,1.618452829905749,-0.7802314385815613,4.031709502041995,3.7924603646717254,4.726163697373769,4.1342122566134325,4.309840767777971,3.7422410846539833,3.8586826620625723,3.4442107132782267,3.483099285367458,3.4671342095358417,4.286357106677764,4.089483826916737,3.917244935384555,4.396704380063988
cx5_141,cx5_141,0.315315342,-0.060061108,0.2,0.14,-0.034,0.0,0.08,-0.05,0.04,-0.02,0.04,-0.02,0.075,1.0,-0.016,0.05,0.048,0.04,-0.02,0.018,0.016,0.06,0.034,0.4,-0.05,-0.05,-0.02,0.034,0.034,0.002,-0.018,0.03209083671924162,1.6216370640396516,-0.20692080412483654,4.038054794761479,3.7466932977477923,4.698585051195682,4.20024305560823,4.280686529137516,3.9260832072744143,4.072285884502332,3.479970323141961,3.6082515719704378,3.4210843710786567,4.236317961074607,4.064643071311838,4.0771458524227455,4.296066607441183
cx5_142,cx5_142,0.309689273,-0.035244999,0.2,0.06,-0.034,-0.002,0.08,-0.05,0.04,0.04,-0.02,-0.01,0.075,0.994,-0.034,-0.046,-0.044,0.04,-0.02,0.016,0.034,-0.06,0.032,-0.6,-0.05,-0.05,-0.02,0.034,0.034,0.052,0.016,-0.8723259144725202,1.8520351371112511,-0.49700726548405555,3.8927531143080745,3.659280028335411,4.730148620777369,4.232661472610936,4.293682595119015,3.778098406331913,4.113980327519575,3.1915209471613624,3.2575502762475406,3.0740914806271347,3.9759494149362733,3.7922097676650433,3.8868326883127233,4.10904080932923
