carfolder,folder_name,Cd,Cl,des_1,des_2,des_3,des_4,des_5,des_6,des_7,des_8,des_9,des_10,des_11,des_12,des_13,des_14,des_15,des_16,des_17,des_18,des_19,des_20,des_21,des_22,des_23,des_24,des_25,des_26,des_27,des_28,des_29,pca_1,pca_2,pca_3,ima_1,ima_2,ima_3,ima_4,ima_5,ima_6,ima_7,ima_8,ima_9,ima_10,ima_11,ima_12,ima_13,ima_14
cx5_048,cx5_048,0.31623088,-0.044856862,0.2,0.08,-0.016,-0.05,0.14,-0.05,-0.02,-0.02,0.04,-0.02,0.0702,1.004,-0.016,-0.05,0.05,0.04,0.04,0.034,0.034,0.06,0.018,0.4,-0.05,0.0,-0.02,0.034,0.018,0.05,0.018,0.19603702799212142,1.8307568507625263,-0.6171222026372133,4.15358944476326,3.8826359414276697,4.853569268623928,4.22014942130638,4.418847363948718,3.776431674574989,3.9240598769352184,3.4733351694345074,3.535212102000991,3.4887139052660423,4.286219844766162,4.10949468702491,3.982762254771149,4.388375543866838
cx5_049,cx5_049,0.322792194,-0.055417661,0.2,0.08,-0.018,0.0,0.14,0.0,-0.02,-0.04,-0.02,-0.01,0.07,1.0,-0.016,0.05,0.05,-0.02,0.04,0.018,0.04,0.06,0.018,-0.6,-0.05,0.0,-0.02,0.034,0.018,-0.006,-0.018,0.1254248889512628,1.9074390795261387,-0.6420282916693301,4.16565050293853,3.8965464123209417,4.88896599747922,4.240783828086397,4.4478277956691885,3.757853531321636,3.932992436925818,3.4453958265527818,3.500862578132556,3.4566513122211813,4.2591011556190645,4.084448295227813,3.968078489174579,4.370387048869263
cx5_050,cx5_050,0.313214393,-0.032193632,0.1,0.06,-0.018,-0.05,0.08,0.0,-0.02,0.04,0.04,-0.01,0.0702,1.05,-0.016,0.05,0.048,0.04,-0.02,0.018,0.018,-0.08,0.018,-0.6,-0.05,-0.05,0.02,0.034,0.034,0.05,0.018,,,,,,,,,,,,,,,,,
cx5_051,cx5_051,0.318723362,-0.044027518,0.2,0.14,-0.034,0.0,0.08,-0.05,0.04,0.04,-0.02,-0.02,0.075,1.0,-0.016,0.05,-0.05,0.04,0.04,0.034,0.034,-0.06,0.034,0.4,-0.052,-0.05,0.02,0.034,0.034,0.05,-0.016,-0.3344601766306967,1.546431613991798,-0.034323838398789094,3.9187319130069254,3.6320104165167977,4.604305647577736,4.193687728670433,4.192495910434783,3.9779669419527974,4.176133840698811,3.4010165014108673,3.5530082693449088,3.2784666644033997,4.130433023985846,3.9578076566143645,4.0806650232456985,4.18436689217626
cx5_052,cx5_052,0.310532704,-0.05062275,0.1,0.14,-0.034,0.0,0.08,-0.05,0.04,0.04,-0.02,-0.02,0.075,1.0,-0.016,0.05,-0.05,0.04,-0.02,0.034,0.034,-0.06,0.034,0.4,-0.05,-0.05,0.018,0.034,0.018,0.05,-0.016,-0.5440343209366021,1.5728877434947428,-0.46277671584502145,3.8656479027244592,3.627395596597316,4.612447851229416,4.151640971142056,4.199446473403999,3.8298142717680155,4.051329381999713,3.308072623081619,3.3895367338567364,3.2211104483580724,4.098582524920798,3.9056917436416065,3.932849570970511,4.2008494438372495
cx5_053,cx5_053,0.312835824,-0.026747859,0.1,0.08,-0.034,0.0,0.14,0.0,0.04,0.04,0.04,-0.02,0.075,1.052,-0.034,-0.05,-0.05,0.04,0.04,0.018,0.034,-0.06,0.016,-0.56,0.0,-0.05,-0.02,0.018,0.018,0.05,0.018,-0.9824125738494569,1.8967411171578679,0.32746812627870064,3.9023136128691194,3.594779424673622,4.70548100685113,4.33972403629283,4.263369237518794,4.036178747197019,4.433850154769966,3.222776407784529,3.415726541280297,2.981115622532858,3.8820802431625627,3.735935053223409,4.109861472145457,3.946924927433316
cx5_054,cx5_054,0.31064231,-0.06922898,0.2,0.14,-0.034,0.0,0.08,-0.05,0.04,0.04,-0.02,-0.02,0.075,1.0,-0.016,0.05,0.048,0.04,-0.02,0.018,0.016,-0.06,0.018,0.4,-0.052,-0.05,0.02,0.034,0.014,0.05,-0.016,-0.535394785414804,1.6832697837826824,0.32872286351391056,3.9309202642631975,3.6129347436577204,4.640421054723678,4.276362317014438,4.216249257603257,4.0740688403149745,4.3504833387385915,3.3630217673560003,3.566480854867995,3.169423566149705,4.032512706556803,3.880734804861938,4.161875461028676,4.068585915763197
cx5_055,cx5_055,0.320923171,-0.064189197,0.2,0.08,-0.018,-0.05,0.14,-0.05,0.04,-0.04,-0.02,-0.01,0.07,1.05,-0.034,0.046,-0.05,0.04,-0.02,0.034,0.034,-0.08,0.034,0.4,-0.05,-0.05,0.02,0.018,0.034,0.0,0.018,-0.7675795302392499,1.8733203326056618,-0.6615385525279365,3.924010211277777,3.6999799295343143,4.762044200688173,4.221351373859389,4.324120207667737,3.72605863719363,4.042347042979657,3.2050090746464477,3.2461990304298673,3.121469064582695,4.014298929903362,3.8257040811993024,3.852865853311515,4.159503625294935
cx5_056,cx5_056,0.315314804,-0.035899715,0.18,0.08,-0.016,0.0,0.08,0.0,-0.02,-0.02,0.04,-0.02,0.075,1.05,-0.018,0.048,-0.05,-0.02,0.04,0.018,0.034,0.06,0.018,-0.6,-0.05,-0.05,-0.02,0.018,0.034,0.05,-0.016,0.12266129906067769,1.3383302703196662,0.40935860060972135,3.9626530881361806,3.6234309312754744,4.524012890917318,4.182459451987845,4.128669144704376,4.158602304290199,4.253038815293889,3.5784352601551177,3.810346029098938,3.4447820711727455,4.252080775627872,4.093881164307035,4.260555540322087,4.2369716073603785
cx5_057,cx5_057,0.310868316,-0.051419704,0.12,0.08,-0.034,-0.05,0.08,-0.05,-0.02,0.04,0.04,-0.01,0.0744,1.05,-0.016,0.05,0.05,0.04,-0.04,0.018,0.018,-0.06,0.018,-0.6,0.0,0.0,0.018,0.036,0.016,0.05,0.018,-0.7972308277827662,1.5481948849430687,-0.5270801693055197,3.7897245624388036,3.5704776906347675,4.570645630426462,4.13474063499737,4.1599627738791405,3.8034152403108,4.059279971932921,3.2366177529590527,3.3051229211137416,3.13074968471346,4.035066325089284,3.8348158003463175,3.8831599748909644,4.15146918511503
cx5_058,cx5_058,0.318528919,-0.062266747,0.2,0.08,-0.016,-0.05,0.14,-0.048,0.04,-0.04,-0.02,-0.01,0.07,1.05,-0.034,0.05,-0.05,0.04,-0.02,0.016,0.018,0.06,0.016,0.4,-0.05,-0.05,-0.02,0.018,0.034,0.0,0.018,-0.7207654585136614,1.8121572609033745,0.04271892530855364,3.928355160887662,3.639381683792072,4.70254111902889,4.282755750976392,4.26816628702701,3.9617600961587134,4.285611525164522,3.278730287307733,3.4322375309788606,3.1041944976378932,3.9853425905380995,3.8253654217622133,4.05920154301911,4.061473251745737
cx5_059,cx5_059,0.318191355,-0.030871465,0.1,0.08,-0.034,-0.05,0.08,-0.05,-0.02,0.04,-0.02,-0.01,0.07,1.05,-0.018,0.05,0.05,-0.02,-0.02,0.034,0.018,-0.08,0.018,-0.6,-0.05,0.0,0.02,0.034,0.034,0.05,0.018,-0.8109442964474904,1.3035401727238778,-0.7489248326028699,3.683131820092987,3.4972490691714975,4.441878977866445,4.0328465857223,4.052433959814573,3.75750589719589,3.953287986740443,3.237239558319966,3.27575505957004,3.159519126598964,4.075721879244906,3.852465101738709,3.8145989431714655,4.199459789607381
cx5_060,cx5_060,0.317006863,-0.044380683,0.2,0.08,-0.016,0.0,0.08,0.0,-0.02,0.04,0.04,-0.02,0.07,1.05,-0.034,0.05,-0.05,0.04,-0.04,0.034,0.016,0.06,0.016,-0.58,-0.05,-0.05,0.02,0.018,0.034,0.05,-0.016,-0.311160136435809,1.4832162787388583,0.5094357785509759,3.9124221851396097,3.5769408201651043,4.5478542746693735,4.236001932832366,4.140143444578737,4.161248526826596,4.36391801170296,3.4558852137378064,3.694751995376026,3.2616384656867132,4.106369796968381,3.9548296531414855,4.2381837971854734,4.1065889770203565
cx5_061,cx5_061,0.322045422,-0.044574321,0.2,0.08,-0.016,-0.05,0.14,-0.05,-0.04,0.04,-0.02,-0.02,0.07,1.05,-0.034,0.05,-0.05,0.04,-0.02,0.034,0.018,-0.08,0.034,0.4,0.0,-0.052,0.02,0.018,0.018,0.0,0.018,-0.32940903974999514,1.8478371182182265,-0.13193661392928482,4.038151058388138,3.745515054434919,4.777819953580204,4.276894021104906,4.340701426597795,3.9142595990516638,4.173297914636482,3.367769916758087,3.4983799753136173,3.2597890270757004,4.103001096064261,3.9420985484392386,4.057572793035411,4.182034643553944
cx5_062,cx5_062,0.318044623,-0.058622544,0.2,0.14,-0.018,-0.05,0.08,-0.052,0.04,-0.02,-0.02,-0.02,0.075,1.0,-0.016,0.05,-0.054,0.04,-0.02,0.018,0.034,-0.06,0.034,0.4,-0.012,-0.05,0.02,0.034,0.018,0.05,-0.016,0.06545035769499519,1.4916960325522304,-0.028985462423632178,3.998878932156591,3.6957263425089377,4.622128145977957,4.180101271485888,4.214817601360868,3.998615726903004,4.1181723248215825,3.514651036302709,3.673929759252995,3.4348492616275066,4.248588599358794,4.0783406633588015,4.130308867749071,4.283825458871034
cx5_063,cx5_063,0.31441755,-0.034833049,0.1,0.08,-0.034,-0.05,0.08,-0.052,-0.02,0.04,0.04,-0.01,0.0698,1.05,-0.016,0.05,0.05,-0.04,-0.02,0.034,0.018,-0.06,0.034,-0.6,-0.05,0.0,0.02,0.034,0.034,0.05,0.018,-0.6038794829077148,1.3186200240553898,-1.2976688663253482,3.7287794248290025,3.5837592816949604,4.499662403039177,3.9765937919519936,4.110135321310895,3.5852948893456285,3.7273433576279134,3.2486755852472573,3.203588019711862,3.2683352207958327,4.170377777035669,3.9261662417704937,3.683139241067452,4.3368870295848865
cx5_064,cx5_064,0.320478289,-0.044370846,0.2,0.08,-0.016,0.0,0.08,-0.008,-0.02,-0.02,0.04,-0.016,0.075,1.05,-0.034,0.05,-0.05,-0.02,0.04,0.018,0.034,0.06,0.016,0.4,-0.05,-0.05,0.02,0.034,0.034,0.05,-0.016,-0.07284484493598775,1.3364265264027928,0.25862577122813174,3.9084682719890265,3.5925179922841344,4.5057835503849315,4.163268495744575,4.111008336837318,4.103708592314677,4.2242862717269976,3.5137516346091973,3.7194542462069866,3.379313320977389,4.208082705449513,4.040622470303376,4.193511178748942,4.214003789653604
cx5_065,cx5_065,0.31029394,-0.071897174,0.2,0.14,-0.034,0.0,0.08,-0.05,0.04,0.04,-0.02,-0.02,0.075,1.0,-0.016,0.05,-0.05,0.04,-0.02,0.018,0.034,-0.06,0.034,0.4,-0.05,-0.05,0.02,0.034,0.014,0.05,-0.016,-0.32792382506168183,1.521039645094433,-0.1313387907465506,3.907925404170855,3.631205537109953,4.595165705992223,4.1747453778281765,4.185727593466092,3.949548481034816,4.137130103887435,3.3973978513861556,3.534779561198346,3.2887184141389154,4.142063710110804,3.963865451641495,4.053355591544926,4.20317525357716
cx5_066,cx5_066,0.311068985,-0.025257229,0.1,0.08,-0.034,0.0,0.14,0.0,0.04,0.04,-0.02,-0.02,0.075,1.0,-0.016,-0.05,-0.05,0.04,0.04,0.018,0.034,-0.06,0.034,-0.56,0.0,-0.05,-0.02,0.018,0.018,0.05,0.018,-0.7075222725771964,1.9602380911102362,-0.3771709155696016,3.980862140116716,3.723214077487291,4.805463548179463,4.281361568331239,4.359505181198742,3.8106043212896994,4.147390997821115,3.2359586483559664,3.3207754618789336,3.1204295571325065,4.000924145909181,3.830326450879423,3.942772001829394,4.1227538939456565
cx5_067,cx5_067,0.310655303,-0.049244085,0.2,0.14,-0.034,0.0,0.08,-0.05,0.04,0.04,-0.02,-0.02,0.075,1.0,-0.016,0.05,-0.05,0.04,-0.02,0.034,0.034,-0.06,0.034,0.38,-0.05,-0.05,0.02,0.034,0.034,0.05,0.016,-0.34687605069944505,1.6763755777899725,-0.3704259301491531,3.9594581084035223,3.6983225717849546,4.6902726434062005,4.195973169842783,4.26823132691526,3.854998677574888,4.069857374066628,3.359526269114165,3.4559950389631178,3.2817260368266985,4.135105391802728,3.954294013145214,3.9848148722030863,4.227117710465726
cx5_068,cx5_068,0.310038387,-0.041633792,0.1,0.14,-0.034,0.0,0.08,-0.05,0.04,0.04,-0.02,-0.02,0.075,1.0,-0.016,0.05,-0.05,0.04,-0.02,0.034,0.034,-0.06,0.034,-0.6,-0.05,-0.05,-0.02,0.034,0.034,0.0,0.018,-0.48760269765255115,1.7426069849056098,-0.5971469800576296,3.9446445989785164,3.70798203362494,4.72016880000291,4.189844207776604,4.293081805047338,3.7700267171911324,4.013615100731956,3.297600644812326,3.355286801881494,3.2355041579265142,4.103710402137924,3.914570655843722,3.9036809661104446,4.225281365116485
cx5_069,cx5_069,0.312376588,-0.058584462,0.1,0.08,-0.016,-0.05,0.06,0.0,0.04,-0.04,-0.04,-0.01,0.075,1.0,-0.034,0.048,0.05,0.04,-0.02,0.018,0.018,0.06,0.034,-0.6,-0.05,0.0,-0.02,0.018,0.018,0.05,0.018,0.04042941604187722,1.248841768784807,-1.2629598836204272,3.8658895944134164,3.6910551457542717,4.537525417004909,3.963435498043996,4.1536278783484555,3.6250267434135384,3.6455009476226454,3.43217274280156,3.4025448548475783,3.5171918418704218,4.356734660828362,4.118489611469678,3.770848291839027,4.4917527936890185
cx5_070,cx5_070,0.317600717,-0.040195975,0.1,0.08,-0.034,-0.05,0.14,-0.058,-0.02,0.04,0.04,-0.02,0.075,1.052,-0.018,0.05,-0.05,-0.02,-0.02,0.014,0.018,-0.06,0.018,-0.6,0.0,0.0,-0.008,0.034,0.018,0.05,0.018,-0.6463429207895808,1.7838549896578808,-0.32523557609324816,3.9271951678690935,3.67050668891752,4.711957289078087,4.232547884785606,4.2808015307511535,3.84830270620572,4.138527118262808,3.27237789658022,3.369749262236842,3.1560231246103774,4.035310457760358,3.8584312392553453,3.9626409371184597,4.140480626905501
cx5_071,cx5_071,0.314083489,-0.05802784,0.2,0.08,-0.036,0.0,0.06,-0.05,0.04,-0.02,0.04,-0.01,0.07,1.05,-0.034,-0.05,0.05,0.04,-0.02,0.018,0.034,-0.06,0.034,0.4,-0.05,0.004,-0.02,0.016,0.034,0.0,0.016,-0.3630275058081087,1.4636199890400547,-0.9812229174955309,3.8556806738070177,3.6627785939893407,4.596167101224152,4.05974947882483,4.19355543246021,3.6798804669437883,3.8261524978873847,3.3259437492984825,3.330742141645169,3.3290958162539854,4.19853685044864,3.9791096613886277,3.8051333016572673,4.335038693175897
cx5_072,cx5_072,0.311874609,-0.057591937,0.2,0.14,-0.034,0.0,0.08,-0.05,0.04,-0.02,0.04,-0.01,0.07,1.05,-0.034,-0.05,-0.048,0.04,-0.02,0.018,0.016,-0.06,0.034,0.4,-0.05,0.0,-0.02,0.016,0.034,0.0,0.018,-0.5823566820275219,1.7486064622873307,-1.099983425055478,3.9108591329752667,3.7252701876709096,4.734116134641608,4.133768775748984,4.307705230358678,3.6037751583284994,3.8440115780545683,3.2317149817779613,3.2091565342633612,3.227811984840641,4.111661245315468,3.8993160195229595,3.7483351173240416,4.2828330734721
cx5_073,cx5_073,0.314041778,-0.05735922,0.2,0.06,-0.018,-0.05,0.08,-0.052,0.04,-0.02,0.04,-0.02,0.075,1.0,-0.018,-0.046,0.052,0.04,-0.02,0.034,0.036,-0.06,0.034,0.4,-0.05,-0.05,0.02,0.034,0.018,0.05,-0.018,0.10248326344407199,1.6252206775821438,-0.25695668091955126,4.05622492566175,3.7660826549403743,4.711359253033862,4.196181797019623,4.2932500529755195,3.9118250884331243,4.04499270053724,3.4947691771523757,3.6160694262826083,3.4503846462460483,4.259120338753466,4.086301752567727,4.071486315170072,4.320927739614483
cx5_074,cx5_074,0.306925486,-0.032885644,0.1,0.06,-0.018,-0.05,0.08,0.0,-0.02,0.04,0.04,-0.01,0.0698,1.05,-0.016,0.05,0.048,0.04,-0.02,0.018,0.034,-0.06,0.018,-0.6,-0.05,-0.05,0.02,0.018,0.032,0.05,0.018,-0.5402176237516383,1.1914110700378604,-0.25962762817955565,3.7190114764192854,3.4803358391330956,4.390578010347282,4.0554695488595325,4.009422949011598,3.9365072858001398,4.082519023674098,3.3591993623673884,3.4803457823127415,3.2440650608299757,4.130588510072141,3.92652427945585,3.9860971118490776,4.1934696282930854
cx5_075,cx5_075,0.317209858,-0.05428719,0.2,0.14,-0.016,0.0,0.14,-0.05,0.04,-0.02,-0.02,-0.02,0.0754,1.008,-0.016,0.05,-0.05,0.04,-0.02,0.034,0.034,-0.06,0.034,-0.6,-0.05,-0.05,0.02,0.034,0.032,0.0,0.016,-0.0589617971864036,1.8521352162065199,-0.7156554067001528,4.094801565775827,3.84387245210704,4.8388257526033644,4.213749948645286,4.402598948367324,3.733969976498379,3.924895324214977,3.3945771955909816,3.4371643465229096,3.395627119505644,4.219141311752699,4.035958394779682,3.923704399157699,4.341121171516689
cx5_076,cx5_076,0.31510502,-0.04630856,0.2,0.08,-0.034,0.0,0.14,-0.05,0.04,0.04,-0.02,-0.01,0.075,1.05,-0.034,0.05,-0.05,0.04,0.04,0.034,0.034,-0.06,0.034,0.4,-0.052,-0.05,0.02,0.016,0.032,0.05,0.018,-1.6597928328135816,1.938230501144428,-0.4529689249919241,3.727613872860361,3.522460819494957,4.680579557262961,4.258874242389469,4.236957279724633,3.757384045510346,4.245578263987067,2.973994590726594,3.034669834280736,2.7649057095635463,3.742023975298833,3.554879849158587,3.804382089916381,3.905801346890585
cx5_077,cx5_077,0.320746608,-0.048944256,0.2,0.14,-0.016,-0.05,0.14,-0.05,-0.02,0.04,-0.02,-0.01,0.07,1.05,-0.034,-0.05,-0.05,0.04,-0.02,0.018,0.034,-0.08,0.034,-0.6,0.0,0.0,-0.02,0.034,0.018,0.0,-0.018,-0.6905705116525489,1.6439821092559121,-0.6941235421016898,3.8511870546528297,3.637871472347794,4.644560727617321,4.146463947539382,4.226114180505004,3.7426361211571746,3.9947240490339198,3.2437740770026275,3.285553554960316,3.172524031232409,4.0653079816916575,3.864068182903369,3.849750242905743,4.198039913844094
cx5_078,cx5_078,0.306066344,-0.027679149,0.1,0.06,-0.034,0.0,0.06,0.0,0.04,0.04,0.04,-0.01,0.075,1.0,-0.034,-0.05,-0.05,0.04,0.04,0.016,0.034,-0.06,0.018,-0.6,-0.05,-0.05,-0.02,0.018,0.018,0.05,0.018,-1.1030104496062072,1.7769271837381595,-0.23878479841620048,3.810138040003446,3.566978416168427,4.648693635189962,4.236881610353803,4.218069022410274,3.862080379375879,4.230712535892241,3.1561188623279293,3.2610975110301355,2.9781740961959446,3.9021251453814356,3.7229563498231983,3.9314556342016886,4.016456984984737
cx5_079,cx5_079,0.303637425,-0.032516958,0.1,0.08,-0.034,0.0,0.08,-0.05,0.04,0.04,0.04,-0.01,0.0744,1.0,-0.034,-0.05,-0.05,0.04,0.04,0.016,0.034,-0.06,0.018,-0.6,-0.05,-0.05,-0.02,0.018,0.016,0.05,0.018,-1.3993461023085474,1.9093872785779826,-0.32028102898503225,3.785624046662688,3.557369899539859,4.690307593953837,4.266867697426046,4.248742413717063,3.8118628304650044,4.255614581285986,3.057590237370133,3.1431364046402335,2.8587528571888963,3.8091210763991095,3.6296239670827464,3.8737721932628464,3.9493581853610245
cx5_080,cx5_080,0.31521514,-0.036161859,0.1,0.08,-0.034,0.0,0.08,-0.05,-0.02,0.04,-0.02,-0.01,0.075,1.05,-0.016,0.05,0.05,-0.02,-0.02,0.018,0.034,-0.06,0.018,-0.6,-0.05,0.0,0.02,0.034,0.034,0.054,0.018,-0.9154530335034685,1.1926027144140967,-0.8473321519589418,3.6098059923098695,3.4434240786187176,4.3714304735144704,3.9861726693935733,3.9916413657140675,3.7341871114010043,3.9192563066752393,3.2110696056528103,3.235018288916254,3.1350970945615777,4.066464166119607,3.8316325082567695,3.772121648586922,4.19707249901158
cx5_081,cx5_081,0.317770466,-0.054157292,0.2,0.14,-0.034,-0.004,0.08,-0.002,0.04,-0.04,-0.02,-0.02,0.075,1.0,-0.016,0.05,-0.05,0.04,0.04,0.018,0.016,-0.06,0.034,0.4,-0.05,-0.05,0.02,0.016,0.018,0.05,-0.016,0.0074441205699964375,1.6413472362120523,-0.2133105485905041,4.039499851830116,3.7489150795525013,4.706892018322999,4.205500668996028,4.287346274541571,3.921099769281685,4.075460992034598,3.471030006482447,3.5975788265901794,3.4103741822583227,4.22752630152174,4.05630264731391,4.072580907969511,4.289868056159032
cx5_082,cx5_082,0.321242435,-0.044618811,0.2,0.06,-0.034,-0.05,0.14,-0.05,-0.02,0.04,-0.02,-0.02,0.075,1.05,-0.034,-0.05,0.05,0.04,-0.04,0.018,0.034,0.06,0.018,-0.6,0.0,0.0,0.02,0.036,0.018,0.0,0.018,-0.32340703505582447,1.814219009971298,-0.1850586867251842,4.024971474811329,3.73866690696355,4.762082055678454,4.260372610005308,4.327931346754451,3.9008919580604777,4.1494316620830585,3.368204993156173,3.491249058129194,3.2680362573851025,4.112382438511257,3.947412821042517,4.042639566432353,4.194179495516766
cx5_083,cx5_083,0.321003019,-0.055892042,0.2,0.14,-0.016,-0.05,0.14,-0.05,0.04,0.04,-0.02,-0.01,0.07,1.05,-0.034,0.05,-0.05,-0.04,0.04,0.018,0.034,-0.06,0.034,0.4,0.0,0.0,0.02,0.034,0.018,-0.002,-0.016,-1.159439226014022,1.1705654851446727,-0.4411705557799193,3.548555981582705,3.35668678727148,4.31153468462848,4.023742777599465,3.932755941503393,3.8598568800840445,4.097503622239112,3.179001179705378,3.2638413692942807,3.021032888689612,3.9722710416086175,3.7512278071444536,3.8581821419619544,4.074083598833939
cx5_084,cx5_084,0.319899364,-0.040320924,0.2,0.14,-0.034,0.0,0.14,-0.05,-0.02,0.04,-0.02,-0.02,0.075,1.05,-0.034,-0.05,0.056,0.04,0.04,0.018,0.016,0.06,0.018,0.4,0.0,-0.05,0.02,0.034,0.018,0.0,-0.018,-0.8256883276229678,1.9313595208641559,0.4262585744041587,3.958448914120989,3.632693205584563,4.7395757405505385,4.362950014378826,4.294255659845253,4.069510498003913,4.452540389807488,3.269934742667072,3.47976320908851,3.031985434808315,3.9149763264940245,3.7770319736066806,4.157763597492999,3.9667678251495007
cx5_085,cx5_085,0.312130833,-0.047725665,0.2,0.06,-0.034,0.0,0.08,-0.05,0.04,-0.02,0.04,-0.01,0.07,1.05,-0.034,-0.05,-0.044,0.04,-0.02,0.018,0.018,-0.06,0.034,-0.6,-0.05,0.0,-0.02,0.018,0.034,0.0,0.018,-0.5914791676750304,1.8048117079405372,-1.0059286834389984,3.9332516438948324,3.736545416096865,4.760308324139434,4.1619940076091435,4.328923280750608,3.6278479239166836,3.885697910491304,3.2316482982903003,3.2225733884191357,3.214069692935818,4.095865371965222,3.890564022851426,3.774912480819979,4.261906230460443
cx5_086,cx5_086,0.31136099,-0.042777555,0.1,0.08,-0.034,-0.05,0.08,-0.05,0.04,0.04,0.04,-0.01,0.075,1.05,-0.034,-0.05,-0.052,-0.02,-0.04,0.018,0.034,-0.06,0.016,-0.56,-0.048,-0.052,0.024,0.034,0.034,0.05,0.018,-1.187918521309013,1.2030022776953775,-0.2323036682968642,3.559265479315432,3.3476253961348634,4.317023202847087,4.057464897874057,3.9350261027918862,3.922953818981617,4.180954360394975,3.1848742714572222,3.3014297034807996,2.995419994983393,3.945826081553949,3.7354195522534708,3.914905715926491,4.031522594234726
cx5_087,cx5_087,0.315351039,-0.059595117,0.2,0.08,-0.016,0.0,0.08,0.0,0.04,-0.02,0.04,-0.02,0.075,1.05,-0.034,0.05,-0.05,0.04,-0.02,0.034,0.018,-0.06,0.034,0.4,0.0,0.0,-0.028,0.018,0.018,0.0,0.018,-0.24082481472624861,1.7832088259773293,-0.41080045959849704,4.028213458762469,3.760666622397835,4.764719339646617,4.2255712980257,4.333687971840554,3.8339540648777195,4.052712256597174,3.375527950251466,3.464902970239784,3.315047126487841,4.15499902591217,3.9794015763107575,3.987721636491461,4.252462095246498
cx5_088,cx5_088,0.314803731,-0.048516582,0.2,0.14,-0.018,-0.05,0.14,0.0,0.04,-0.02,-0.02,-0.01,0.075,1.0,-0.016,0.05,0.05,0.04,0.04,0.016,0.018,0.06,0.036,-0.6,-0.05,0.0,0.02,0.018,0.018,0.052,0.018,-0.013644571703580466,1.647211100279689,-1.2883355598942257,4.010729127658327,3.821227681687705,4.754905799552955,4.084766496466619,4.337338505567756,3.572337517142814,3.6876554736486646,3.37995396508049,3.3375088947821077,3.4634839591007807,4.2961992756255025,4.077284118274209,3.762549993353065,4.457293086945849
cx5_089,cx5_089,0.311413548,-0.06821177,0.2,0.14,-0.034,0.0,0.08,-0.05,0.04,0.04,-0.02,-0.02,0.075,1.0,-0.016,0.05,0.048,0.04,-0.02,0.018,0.014,0.06,0.018,0.4,-0.052,-0.05,0.02,0.034,0.014,0.05,-0.016,-0.5297310545567624,1.645733682105977,0.33830827171735567,3.917590006418795,3.60028816287307,4.619691188545065,4.265753375643783,4.198675204840148,4.081377220673726,4.349053454934805,3.368663856818987,3.5744664981281544,3.174287738350045,4.037872171513706,3.8845995645160754,4.164784990608599,4.0708133955504895
cx5_090,cx5_090,0.30842518,-0.031150327,0.1,0.08,-0.034,-0.05,0.08,-0.05,-0.02,0.04,0.04,-0.01,0.07,1.0,-0.034,0.05,-0.05,-0.02,0.04,0.034,0.018,-0.06,0.018,-0.6,-0.05,-0.05,-0.012,0.018,0.018,0.0,0.018,-0.653010575557446,1.9565698624444767,-0.29084117327288517,3.995352608418684,3.7272848602472286,4.806248141426535,4.290443627130868,4.360385214875703,3.840678545327499,4.17106820768918,3.2578651431362893,3.3570226955195066,3.13650885394098,4.010586818518908,3.844315618772788,3.974080382549099,4.122300665300707
cx5_091,cx5_091,0.309631645,-0.070959101,0.2,0.14,-0.018,0.008,0.08,-0.05,0.04,-0.02,-0.02,-0.02,0.075,1.0,-0.016,0.05,0.05,0.04,-0.02,0.018,0.016,-0.06,0.018,0.4,-0.054,-0.05,0.02,0.034,0.014,0.05,-0.004,,,,,,,,,,,,,,,,,
cx5_092,cx5_092,0.312924885,-0.069196183,0.2,0.14,-0.034,0.0,0.08,-0.05,0.04,0.04,-0.02,-0.02,0.075,1.0,-0.016,0.05,-0.048,0.04,-0.02,0.018,0.034,-0.06,0.034,0.4,-0.052,-0.052,0.02,0.034,0.014,0.05,-0.016,-0.23742601563394805,1.5184166947064384,-0.1551537907209584,3.929365489712625,3.6507848325203485,4.605761467419905,4.17187559638032,4.196571921746264,3.9450867477663323,4.1159867333843065,3.420266257125233,3.555173758180416,3.3246931444064516,4.169398060647461,3.9911447334181127,4.057567870799587,4.229083181563931
cx5_093,cx5_093,0.309903357,-0.022027508,0.1,0.08,-0.034,0.0,0.14,0.0,0.04,0.04,0.04,-0.02,0.0748,1.052,-0.034,-0.05,-0.05,0.04,0.04,0.018,0.034,-0.06,0.016,-0.6,0.0,-0.05,-0.02,0.018,0.018,0.05,0.018,-0.9849849648380156,1.8971694022339527,0.32944464744417895,3.9018766809833227,3.5942566633668434,4.705320516101679,4.340064246058025,4.263168733592978,4.036687657466416,4.434963350199146,3.222197354650933,3.4154144202966545,2.979987799623328,3.881170390505682,3.7351032440289207,4.110118459734557,3.9459568768600297
cx5_094,cx5_094,0.313053529,-0.028532914,0.1,0.14,-0.036,-0.05,0.08,0.002,-0.02,0.04,0.04,-0.02,0.075,1.05,-0.016,0.05,0.05,-0.02,0.04,0.018,0.018,-0.06,0.018,-0.6,-0.05,0.0,0.02,0.034,0.034,0.052,0.018,0.021252042640655944,1.2686831833223025,-0.4918488654656211,3.8873976726855686,3.64047333681885,4.512361964622171,4.057308937583713,4.125019009708902,3.8714937960693305,3.930953684622034,3.48606192203344,3.576705119234095,3.463973952405162,4.295017352794717,4.091824522636045,3.989375369901834,4.361818022006675
